uniqueid,hhid,surveyid,surveyor,surveydate,surveytime,survey_complete,superpresent,scrutinizedyn,backcheckedyn,sex,age,educ,income,addressdur,addressdur_unit,areadur,areadur_unit,occupation,occupationother,castename,castecode,literateyn,treatment,own4wheeleryn,own4wheelernum,own4wheelervalue,own4wheelertheft,own4wheelertheftnum,theftfromcaryn,theftfromcarnum,own2wheeleryn,own2wheelernum,own2wheelervalue,own2wheelertheft,own2wheelertheftnum,own2wheelertheftvictim_1,own2wheelertheftvictim_2,cycleownyn,cycleownnum,cycleownvalue,cycletheftyn,cycletheftnum,cycletheftvictim_1,cycletheftvictim_2,burglaryyn,burglarynum,attemptedburglaryyn,attemptedburglarynum,vandalismyn,vandalismnum,trespassingyn,trespassingnum,robberyyn,robberynum,robberyvictim_1,robberyvictim_2,theftyn,theftnum,theftvictim_1,theftvictim_2,thanavisityn,thanavisitreason,thanavisitreason_other,surveytime2,thanavisitreason_other2,exit,base_age,base_income,base_educ
592,1801013,613,Sam,09272013,8405,0,0,1,0,1,22,7,1631,22,1,22,1,1,,MEENA,2,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3056,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,140.08333,NA,1,21,2848,7
593,1801019,634,Mary,11222013,6457,1,0,1,0,1,45,7,1580,45,3,45,4,1,,VAISHNO.,1,1,0,1,1,3165,0,NA,0,NA,1,2,2655,2,NA,NA,NA,1,1,3375,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
594,1801029,620,Mary,10152013,6361,1,0,1,0,2,30,2,703,30,1,2,1,1,,TELI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,106.01667,NA,1,29,3734,2
595,1802003,641,Sam,09102014,6431,1,0,1,1,1,23,10,2211,45,1,45,1,1,,MAALI,1,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2723,2,NA,NA,NA,1,2,2654,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,107.18333,NA,1,22,4201,10
596,1802010,637,Sam,12242013,7243,1,0,1,0,1,80,5,2559,80,1,2,4,1,,GOSAIN,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,120.71667,NA,1,79,2753,5
597,1802011,666,Benjamin,10202014,6648,1,0,1,1,2,38,12,1048,42,1,42,1,2,,BRAHMAN,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3335,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,110.8,NA,1,37,3803,12
598,1802011,640,Sam,09172013,7098,1,0,1,1,2,38,12,1627,42,1,42,1,2,,BRAHMAN,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3392,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.3,NA,1,37,1508,12
599,1802015,633,Mary,10112014,8233,0,0,1,1,1,75,0,2714,55,3,55,4,2,,GOSWAMI,1,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,137.21666,NA,1,74,3424,None or anganwadi
600,1802017,651,Mary,11232014,7484,1,0,1,0,2,45,0,3013,50,3,15,4,1,,RAWAT,1,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2982,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.73333,NA,1,44,2538,None or anganwadi
601,1802019,653,Mary,08212013,7235,0,0,1,0,2,30,0,1712,70,1,70,1,2,,RAWAT,1,0,0,2,NA,NA,NA,NA,NA,NA,1,1,2806,2,NA,NA,NA,1,1,3123,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,120.58334,NA,1,29,1405,None or anganwadi
602,1802026,638,Anna,09232013,6728,0,0,1,1,1,35,0,1237,35,2,35,3,3,,"BHANGI,",2,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,112.13333,NA,1,34,1605,None or anganwadi
603,1802039,642,Mary,08112013,8060,1,0,1,1,1,22,5,3970,60,1,60,1,1,,MOGIA,2,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2510,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.33333,NA,1,21,2813,5
604,1802040,630,Mary,10232013,6827,1,0,1,1,1,28,5,3230,35,1,35,1,1,,SU THAR,1,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3085,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,113.78333,NA,1,27,2167,5
605,1803013,668,Anna,11162014,5252,1,0,1,1,2,62,0,2513,62,2,62,3,1,,MEGHWANSHI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3206,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,87.533333,NA,1,61,2685,None or anganwadi
606,1803055,659,Caroline,12152014,7475,0,0,1,1,1,60,5,596,60,1,60,4,1,,DHAKAD,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,2925,1,1,1,NA,1,1,3355,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.58334,NA,1,59,2225,5
607,1803070,947,Grace,12132014,8410,1,0,1,0,1,35,7,1504,70,4,70,4,1,,DHANKAR,1,1,0,1,1,3302,0,NA,0,NA,1,1,2660,2,NA,NA,NA,1,1,2679,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,140.16667,NA,1,34,3027,7
608,1803087,958,Grace,11162013,7314,1,0,1,0,1,30,8,2887,65,1,65,2,3,,REGAR,2,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2935,2,NA,NA,NA,1,1,2759,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,JAMANAT DENE,121.9,NA,1,29,3545,8
609,1803092,945,Grace,09172014,6539,1,0,1,0,2,35,0,2314,40,1,3,3,2,,RE GAR,3,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.98333,NA,1,34,2405,None or anganwadi
610,1803096,943,Grace,10282014,8658,1,0,1,0,1,75,0,3654,75,2,75,4,1,, REGAR,3,0,1,2,NA,NA,NA,NA,NA,NA,1,1,3440,2,NA,NA,NA,1,1,3330,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,144.3,NA,1,74,2043,None or anganwadi
611,1804005,593,Benjamin,08162013,7277,1,0,1,0,1,1977,7,4314,55,1,55,3,2,,KUMHAR,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3238,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.28333,NA,1,1977,2454,7
612,1804010,591,Caroline,10112013,7139,1,0,1,1,2,60,0,3606,60,1,60,1,1,,NAAI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.98333,NA,1,59,2229,None or anganwadi
613,1804017,604,Anna,11272014,7275,1,0,1,1,2,42,0,1619,70,1,70,3,2,,BANJARA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2616,2,NA,NA,NA,2,NA,2,NA,2,NA,-997,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.25,NA,1,41,1598,None or anganwadi
614,1804022,595,Anna,12252014,4766,1,0,1,1,1,54,10,2450,54,2,54,4,1,,GARI,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2906,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
615,1804031,579,Caroline,11272014,7515,1,0,1,0,1,1982,9,3193,45,1,45,1,1,,JAAT,NA,1,1,1,1,3377,0,NA,0,NA,1,1,3397,2,NA,NA,NA,1,1,2765,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,MAMLE KA NIBTARA KARNE,125.25,NA,1,1982,2298,9
616,1804032,590,Caroline,08172014,6594,1,0,1,0,1,45,8,1626,45,1,45,4,1,,JAT,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3452,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,109.9,NA,1,44,3605,8
617,1804033,983,Caroline,09152013,6955,1,0,1,0,2,20,8,3489,20,3,20,4,1,,JAAT,NA,1,1,1,1,2618,0,NA,0,NA,1,2,2988,2,NA,NA,NA,1,2,2870,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,115.91666,NA,1,19,3157,8
618,1804034,580,Caroline,12202014,7804,1,0,1,0,2,40,0,2262,45,1,45,3,1,,RA JPUT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.06667,NA,1,39,1024,None or anganwadi
619,1804047,603,Caroline,11272013,4872,1,0,1,0,2,40,9,2977,60,2,60,2,1,,JAAT,NA,1,1,1,1,2690,0,NA,0,NA,1,1,3097,2,NA,NA,NA,1,2,3323,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,81.199997,NA,1,39,1799,9
620,1804053,606,Caroline,11282014,7405,1,0,1,0,1,34,0,1709,34,1,34,3,1,,RAJPUT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.41666,NA,1,33,3067,None or anganwadi
621,1805007,629,Benjamin,11282013,6065,1,0,1,0,1,1973,5,3658,60,1,4,2,1,,VAISHNO,NA,1,0,1,1,2762,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,1,2605,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.08334,NA,1,1973,1601,5
622,1805033,610,Caroline,11302014,7864,1,0,1,1,2,35,0,859,40,1,40,2,1,,MEGHWAL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3279,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.06667,NA,1,34,1532,None or anganwadi
623,1805042,612,Caroline,12282014,7084,1,0,1,1,1,45,0,2907,45,4,20,4,2,,BHEEL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.06667,NA,1,44,175,None or anganwadi
624,1805043,617,Caroline,12212014,7146,0,0,1,1,1,1971,0,4568,75,1,75,2,5,,SUTAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2857,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.1,NA,1,1971,2624,None or anganwadi
625,1805059,618,Caroline,12162014,5921,1,0,1,1,1,75,0,2962,75,1,75,2,2,,BHEEL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,98.683334,NA,1,74,2693,None or anganwadi
626,1805061,619,Grace,08122014,8200,1,0,1,1,1,25,8,3521,70,1,70,2,1,,GAYARI,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2879,2,NA,NA,NA,1,1,3131,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,136.66667,NA,1,24,2129,8
627,1806005,624,Anna,08202013,5901,1,0,1,1,1,50,9,2410,50,1,50,1,3,,NATH,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2549,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
628,1806016,621,Caroline,12222014,8079,0,0,1,1,2,40,0,1240,42,1,10,3,3,,"KUMHAR,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3286,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.64999,NA,1,39,2866,None or anganwadi
629,1806020,636,Anna,11112014,7917,1,0,1,1,2,1973,0,1956,42,1,42,1,1,,MALI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3184,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.95,NA,1,1973,3835,None or anganwadi
630,1806037,646,Benjamin,08162014,7822,1,0,1,0,2,37,8,2394,60,1,60,3,7,,DARJI,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,2920,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.36667,NA,1,36,1796,8
631,1806043,635,Benjamin,10202013,7826,1,0,1,0,1,50,5,1967,50,3,50,3,1,,PUSHKARNA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2600,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.43333,NA,1,49,3297,5
632,1807002,660,Jane,09282014,8054,1,0,1,0,2,70,0,2902,70,1,70,1,1,,KADAVA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.23334,NA,1,69,1721,None or anganwadi
633,1807025,647,Jane,09142014,5093,1,0,1,1,2,40,0,1387,40,1,40,3,1,,BUJ,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,84.883331,NA,1,39,4587,None or anganwadi
634,1807035,664,Benjamin,12112014,5818,1,0,1,0,2,1983,0,5231,35,1,35,1,1,,BANI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,96.966667,NA,1,1983,3327,None or anganwadi
635,1807041,643,Benjamin,09212014,6030,1,0,1,0,2,90,0,2981,90,3,90,4,1,, MEENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,100.5,NA,1,89,1933,None or anganwadi
636,1807045,655,Benjamin,12172014,8102,1,0,1,0,1,1971,0,1986,35,1,35,1,1,,MEENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.03334,NA,1,1971,2130,None or anganwadi
637,1807046,656,Benjamin,12222014,9281,1,0,1,0,1,50,0,2649,50,3,50,4,1,,RAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,154.68333,NA,1,49,3404,None or anganwadi
638,1807048,657,Benjamin,12302014,6791,1,0,1,0,2,70,0,1350,70,2,70,4,1,,AARI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
639,1807066,968,Sam,11272013,6873,1,0,1,0,2,25,0,2563,30,1,30,1,2,, BOOJ,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3026,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,114.55,NA,1,24,2054,None or anganwadi
640,1807070,965,David,11232013,7863,1,0,1,1,2,22,0,539,48,2,48,2,1,,MEGHWAL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2720,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.05,NA,1,21,1700,None or anganwadi
641,1807077,981,Sam,10112014,7581,1,0,1,0,1,30,0,3601,65,1,65,2,2,,MAAL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,-997,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,126.35,NA,1,29,4252,None or anganwadi
642,1807077,981,Sam,08222014,6749,1,0,1,0,1,1977,0,2333,65,1,65,2,2,,MAAL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,112.48333,NA,1,1977,3822,None or anganwadi
643,1807078,963,David,12282013,6084,1,0,1,0,2,45,0,2568,45,2,3,2,2,,MERI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.4,NA,1,44,2875,None or anganwadi
644,1807079,946,David,08142013,8148,1,0,1,1,1,1979,0,174,20,3,5,3,2,,MEENA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.8,NA,1,1979,1664,None or anganwadi
645,1807094,975,Peter,10112013,7360,1,0,1,0,1,28,NA,2319,28,2,28,4,1,,ME ENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.66666,NA,1,27,1210,NA
646,1808003,937,Mary,08112013,7904,1,0,1,1,1,33,7,3264,57,2,57,2,1,,LABANA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3151,2,NA,NA,NA,1,1,2508,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.73334,NA,1,32,3507,7
647,1808015,938,David,12152013,7205,1,0,1,0,1,65,4,2188,65,1,35,3,1,,LABANA,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,120.08334,NA,1,64,773,4
648,1808027,960,Caroline,12142013,7851,1,0,1,0,1,40,0,1692,40,1,20,4,2,,MEENA,NA,0,0,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.85001,NA,1,39,1585,None or anganwadi
649,1808031,956,Mary,10252013,7317,1,0,1,0,1,1981,2,1718,35,1,7,3,1,,MEENA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3101,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.95,NA,1,1981,3360,2
650,1808037,597,Grace,08162013,8090,0,0,1,1,1,24,8,1945,55,1,55,1,1,,GAYARI,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2974,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.83333,NA,1,23,529,8
651,1808040,964,Anna,08272014,6713,1,0,1,0,1,35,4,1636,35,2,8,2,2,,ME ENA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3353,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,111.88333,NA,1,34,1949,4
652,1808041,952,Anna,08112014,8190,0,0,1,0,1,45,3,3269,45,1,45,2,1,,MEENA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2915,2,NA,NA,NA,1,1,2969,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,136.5,NA,1,44,1853,3
653,1808053,941,David,08212013,6706,1,0,1,1,1,35,5,2428,50,1,50,2,1,,LABANA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3492,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,111.76667,NA,1,34,1631,5
654,1808056,936,Caroline,12172014,8745,1,0,1,0,1,60,0,3044,60,1,50,1,2,,MEENA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,PANCHAYAT KE THRU,145.75,NA,1,59,750,None or anganwadi
655,1809012,622,Mary,09112013,6742,1,0,1,0,2,40,0,2714,40,1,40,1,1,,MEENA,4,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,112.36667,NA,1,39,1672,None or anganwadi
656,1809032,611,Mary,11112013,8134,1,0,1,1,1,25,0,3452,50,2,20,4,1,,ME ENA,4,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.56667,NA,1,24,1035,None or anganwadi
657,1809035,616,Mary,11282013,8588,1,0,1,1,1,1986,11,3209,48,1,22,1,2,,SHARMA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,143.13333,NA,1,1986,3232,11
658,1810007,627,Jane,12252014,6384,1,0,1,0,2,70,0,1458,70,3,70,4,1,,SUTHAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,106.4,NA,1,69,3082,None or anganwadi
659,1810017,626,Joseph,08232013,4433,1,0,1,0,1,75,0,1942,75,1,75,3,1,,JANVA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,73.883331,NA,1,74,2749,None or anganwadi
660,1810029,615,Jane,10162014,6814,1,0,1,0,2,45,0,2213,30,2,30,3,1,,RAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-999,NA,2,NA,-999,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,113.56667,NA,1,44,4546,None or anganwadi
661,1810043,628,Benjamin,08222013,8848,1,0,1,1,2,50,8,2015,55,1,55,3,4,,PUSHKARNEE,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2947,2,NA,NA,NA,1,1,3328,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,147.46666,NA,1,49,338,8
662,1811003,577,Mary,08212013,9292,1,1,1,1,1,35,10,2758,50,1,50,2,1,,RAJPUT,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3118,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,DUSRE KE KAAM SE,154.86667,NA,1,34,2415,10
663,1811006,586,Anna,09142013,10208,1,0,1,0,2,1984,0,2172,45,1,45,4,2,,YADAV,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3316,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,170.13333,NA,1,1984,5354,None or anganwadi
